UDI,Product ID,Air_Temperature_K,Process_Temperature_K,Rotation_Speed_RPM,Torque_Nm,Tool_Wear_min,Failure,TWF,HDF,PWF,OSF,RNF,Temp_Diff,Tool_Wear_rate,Machine_Type_H,Machine_Type_L,Machine_Type_M
240,L47419,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,0.12104275540486939,False,True,False
241,M15100,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,10.100000000000023,0.14712461006377142,False,False,True
242,L47421,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000023,0.11254917695600622,False,True,False
243,L47422,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10.199999999999989,0.14985152088166107,False,True,False
244,L47423,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,10.199999999999989,0.14147008219827864,False,True,False
245,M15104,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,10.199999999999989,0.14767014503932255,False,False,True
246,M15105,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,10.200000000000045,0.12845720439016325,False,False,True
247,L47426,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,10.200000000000045,0.13375385883037297,False,True,False
248,L47427,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,10.199999999999989,0.14567723235042046,False,True,False
249,L47428,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,10.300000000000011,0.15859019193084292,False,True,False
250,L47429,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,10.300000000000011,0.15516003191456804,False,True,False
251,L47430,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,10.300000000000011,0.0,False,True,False
252,M15111,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,10.199999999999989,0.001364255549621044,False,False,True
253,L47432,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,10.199999999999989,0.0030864178478902174,False,True,False
254,L47433,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,10.199999999999989,0.005158433928935941,False,True,False
255,L47434,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,10.199999999999989,0.005944513907190286,False,True,False
256,L47435,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,10.199999999999989,0.0073875034335101186,False,True,False
257,L47436,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,10.199999999999989,0.009767085073564934,False,True,False
258,L47437,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,10.0,0.009287919945560405,False,True,False
259,L47438,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,10.099999999999966,0.011470977414994997,False,True,False
260,M15119,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,10.099999999999966,0.013380272267413897,False,False,True
261,M15120,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,10.100000000000023,0.014454655417440593,False,False,True
262,L47441,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,10.099999999999966,0.015114863896696557,False,True,False
263,M15122,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,0.015552986432611502,False,False,True
264,M15123,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,10.100000000000023,0.018903579770901215,False,False,True
265,L47444,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,0.0237409901143956,False,True,False
266,L47445,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,10.100000000000023,0.024071510267186888,False,True,False
267,H29680,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,10.100000000000023,0.025694426601092637,True,False,False
268,L47447,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,10.100000000000023,0.02149435952182215,False,True,False
269,H29682,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,10.100000000000023,0.024444430864205075,True,False,False
270,L47449,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,10.0,0.032152209873878033,False,True,False
271,H29684,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,0.03355260950486217,True,False,False
272,M15131,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,10.0,0.03856746655133158,False,False,True
273,L47452,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,10.0,0.03975738560823072,False,True,False
274,L47453,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9.899999999999977,0.04277696859960126,False,True,False
275,L47454,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9.899999999999977,0.038135570135853426,False,True,False
276,L47455,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,10.0,0.04639539871848771,False,True,False
277,M15136,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999977,0.03828569240817577,False,False,True
278,H29691,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,10.0,0.04732924453736002,True,False,False
279,M15138,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,10.0,0.04629626771835326,False,False,True
280,L47459,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,10.100000000000023,0.04288068010957663,False,True,False
281,M15140,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,10.0,0.05494501720809258,False,False,True
282,L47461,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999977,0.051045479061821,False,True,False
283,M15142,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,0.06115103514314019,False,False,True
284,L47463,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,10.0,0.05990465629363084,False,True,False
285,L47464,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,10.100000000000023,0.043881012247190515,False,True,False
286,L47465,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,10.100000000000023,0.058673431968474514,False,True,False
287,L47466,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,10.100000000000023,0.059156665099644366,False,True,False
288,L47467,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000023,0.05318556610217944,False,True,False
289,H29702,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,10.199999999999989,0.07075807165482191,True,False,False
290,L47469,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999955,0.0717269695494641,False,True,False
291,L47470,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999955,0.07301802989010439,False,True,False
292,L47471,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,0.07264081966000023,False,True,False
293,L47472,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,10.299999999999955,0.0816478789154465,False,True,False
294,H29707,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,10.399999999999977,0.07974132202491234,True,False,False
295,M15154,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,10.399999999999977,0.08454804333232993,False,False,True
296,M15155,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10.5,0.06934727893515213,False,False,True
297,L47476,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10.5,0.08745513444076385,False,True,False
298,L47477,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,0.07238758179358915,False,True,False
299,H29712,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000023,0.05918268709126956,True,False,False
300,M15159,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10.5,0.08359918085565995,False,False,True
301,L47480,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,10.599999999999966,0.08261400578667955,False,True,False
302,L47481,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,10.699999999999989,0.078160874620187,False,True,False
303,H29716,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,10.599999999999966,0.09126978090622956,True,False,False
304,M15163,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10.599999999999966,0.09668688526917832,False,False,True
305,L47484,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,0.08405291649227606,False,True,False
306,L47485,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,10.599999999999966,0.06951617213895155,False,True,False
307,L47486,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10.599999999999966,0.10917022622254278,False,True,False
308,M15167,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,10.599999999999966,0.09626339691995128,False,False,True
309,L47488,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,10.600000000000023,0.11877385534570471,False,True,False
310,M15169,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.600000000000023,0.10835051183539555,False,False,True
311,H29724,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000023,0.10484921045267992,True,False,False
312,M15171,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,10.600000000000023,0.11355807738604447,False,False,True
313,L47492,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,10.700000000000045,0.11444133893641761,False,True,False
314,L47493,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,10.600000000000023,0.1294743873005428,False,True,False
315,M15174,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,10.600000000000023,0.13230759053262267,False,False,True
316,L47495,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,0.10631828291720358,False,True,False
317,L47496,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.599999999999966,0.10326715095265405,False,True,False
318,L47497,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.599999999999966,0.10623139096059883,False,True,False
319,L47498,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,0.11970891553643152,False,True,False
320,L47499,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.599999999999966,0.11352350277698339,False,True,False
321,H29734,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.599999999999966,0.11935476170660535,True,False,False
322,L47501,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.599999999999966,0.12516460792845327,False,True,False
323,L47502,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,10.699999999999989,0.13259659351063985,False,True,False
324,L47503,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,0.12427922852067359,False,True,False
325,M15184,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,0.13172034158579193,False,False,True
326,L47505,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,0.11712765325035124,False,True,False
327,L47506,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,0.1339106369682632,False,True,False
328,L47507,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,0.1478513125627731,False,True,False
329,H29742,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,0.12037573671418866,True,False,False
330,H29743,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,0.12209295227153938,True,False,False
331,M15190,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999955,0.15379102017809715,False,False,True
332,M15191,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999955,0.15672167022166053,False,False,True
333,M15192,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,0.0,False,False,True
334,L47513,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,0.0018214925188266432,False,True,False
335,M15194,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000023,0.003403673653047207,False,False,True
336,L47515,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,0.00457403969465998,False,True,False
337,M15196,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,0.00501252881577503,False,False,True
338,L47517,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,0.007462682283190423,False,True,False
339,L47518,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,0.00959692284265973,False,True,False
340,M15199,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,0.009924103955572706,False,False,True
341,L47520,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,0.013568511825975694,False,True,False
342,M15201,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,0.014379075569231655,False,False,True
343,L47522,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,0.016995229778905656,False,True,False
344,L47523,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,0.019452435553000323,False,True,False
345,M15204,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,0.011846400389542324,False,False,True
346,L47525,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,0.020189261710244977,False,True,False
347,M15206,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,0.02330361665276446,False,False,True
348,L47527,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,0.023963715049407353,False,True,False
349,L47528,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.699999999999989,0.02411872348873006,False,True,False
350,L47529,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.699999999999989,0.025705313037421292,False,True,False
351,H29764,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,0.030714263775525875,True,False,False
352,M15211,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,10.799999999999955,0.02979513979196785,False,False,True
353,M15212,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,10.799999999999955,0.033842047881852765,False,False,True
354,H29767,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,10.800000000000011,0.03225804524609006,True,False,False
355,L47534,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.699999999999989,0.03558502075692355,False,True,False
356,L47535,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.699999999999989,0.03758469649741436,False,True,False
357,M15216,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.799999999999955,0.045064345447535445,False,False,True
358,L47537,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.799999999999955,0.04350689287614181,False,True,False
359,M15218,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,10.699999999999989,0.04635306997064079,False,False,True
360,M15219,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,0.04530947970039585,False,False,True
361,M15220,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,10.800000000000011,0.048652170511393485,False,False,True
362,L47541,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.800000000000011,0.048245583806025186,False,True,False
363,H29776,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.699999999999989,0.0481707023349376,True,False,False
364,L47543,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.699999999999989,0.05841442391208351,False,True,False
365,L47544,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.799999999999955,0.061122913203331054,False,True,False
366,L47545,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.799999999999955,0.06504060233510545,False,True,False
367,M15226,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,10.899999999999977,0.05798965335718212,False,False,True
368,M15227,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.799999999999955,0.059273384784330925,False,False,True
369,L47548,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.899999999999977,0.06447275723790649,False,True,False
370,H29783,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999977,0.061751693918277305,True,False,False
371,M15230,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.800000000000011,0.06350181041811935,False,False,True
372,L47551,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.899999999999977,0.06608474682995834,False,True,False
373,M15232,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.900000000000034,0.07686827269162086,False,False,True
374,L47553,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,10.900000000000034,0.07861184234288786,False,True,False
375,L47554,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,10.900000000000034,0.07896570302885882,False,True,False
376,L47555,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.800000000000011,0.07501625895873519,False,True,False
377,M15236,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.800000000000011,0.08351171769327788,False,False,True
378,M15237,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,0.0842696037432558,False,False,True
379,L47558,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999977,0.0701253876138041,False,True,False
380,L47559,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,10.899999999999977,0.0712656378189066,False,True,False
381,L47560,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,10.800000000000011,0.049531961961013275,False,True,False
382,L47561,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,11.0,0.0834410844494926,False,True,False
383,L47562,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,11.0,0.09812726732039902,False,True,False
384,M15243,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,11.100000000000023,0.07220408675131013,False,False,True
385,L47564,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,11.0,0.07943920593504326,False,True,False
386,M15245,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,11.0,0.09759540481230211,False,False,True
387,L47566,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,11.099999999999966,0.10689908498932146,False,True,False
388,L47567,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,11.0,0.11449150160808519,False,True,False
389,L47568,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11.099999999999966,0.09965628889602138,False,True,False
390,M15249,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,11.099999999999966,0.10440333494081325,False,False,True
391,L47570,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,11.099999999999966,0.1027396556577701,False,True,False
392,L47571,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,11.0,0.10194493497992288,False,True,False
393,M15252,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,10.899999999999977,0.10335563533178838,False,False,True
394,M15253,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,10.899999999999977,0.11629621015095544,False,False,True
395,L47574,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,10.899999999999977,0.10471197335603838,False,True,False
396,L47575,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,10.900000000000034,0.10311896682433684,False,True,False
397,L47576,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,10.900000000000034,0.11006704022346293,False,True,False
398,M15257,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,10.900000000000034,0.09357379167204528,False,False,True
399,H29812,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,10.900000000000034,0.1125165695628698,True,False,False
400,L47579,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,11.0,0.12499991020121394,False,True,False
401,L47580,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,11.100000000000023,0.08380948390024576,False,True,False
402,L47581,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,11.0,0.10336811651096603,False,True,False
403,L47582,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,11.200000000000045,0.10727049626311308,False,True,False
404,L47583,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,11.300000000000011,0.14296925139885985,False,True,False
405,L47584,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,11.300000000000011,0.1418657348760718,False,True,False
406,L47585,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,11.199999999999989,0.13777767572024022,False,True,False
407,L47586,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,11.200000000000045,0.13064619135080519,False,True,False
408,M15267,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,11.100000000000023,0.1187499257812964,False,False,True
409,M15268,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,11.200000000000045,0.13458846960357768,False,False,True
410,L47589,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,11.200000000000045,0.13433849599828923,False,True,False
411,M15270,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,11.100000000000023,0.13451077818561266,False,False,True
412,L47591,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,11.199999999999989,0.14065770422833854,False,True,False
413,L47592,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,11.100000000000023,0.14625349693552095,False,True,False
414,L47593,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,11.0,0.13032413838262022,False,True,False
415,L47594,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,11.0,0.13035256275027535,False,True,False
416,L47595,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,10.899999999999977,0.13831890250238088,False,True,False
417,L47596,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,11.100000000000023,0.1411370293397797,False,True,False
418,L47597,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,11.0,0.15279759483673255,False,True,False
419,L47598,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,11.0,0.0,False,True,False
420,M15279,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,11.0,0.0013324441489379422,False,False,True
421,M15280,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,11.0,0.003843194586322378,False,False,True
422,M15281,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,11.0,0.004827999500302052,False,False,True
423,L47602,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,11.0,0.008252056825163672,False,True,False
424,L47603,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,11.0,0.008760101913677956,False,True,False
425,L47604,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,11.099999999999966,0.010489503154193598,False,True,False
426,M15285,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,11.099999999999966,0.010210204077955509,False,False,True
427,L47606,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,11.100000000000023,0.013324441489379422,False,True,False
428,M15287,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,11.0,0.014705872522812484,False,False,True
429,M15288,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,11.0,0.015673971364281277,False,False,True
430,L47609,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,11.100000000000023,0.023178788759280828,False,True,False
431,L47610,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,11.100000000000023,0.018796980703646177,False,True,False
432,L47611,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,11.0,0.022129998526971974,False,True,False
433,M15292,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,10.899999999999977,0.02319234434355775,False,False,True
434,M15293,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,10.899999999999977,0.02002163418742739,False,False,True
435,M15294,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,11.0,0.02695415973439371,False,False,True
436,L47615,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,10.900000000000034,0.02880105237705802,False,True,False
437,L47616,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,11.0,0.029920192872212186,False,True,False
438,L47617,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,11.0,0.030559147880918153,False,True,False
439,L47618,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,11.0,0.03653986835207431,False,True,False
440,M15299,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,10.900000000000034,0.03322473405554785,False,False,True
441,L47620,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,11.100000000000023,0.03887686185971068,False,True,False
442,H29855,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,11.0,0.04020097616584626,True,False,False
